target;source;weight
Küssnacht (SZ);Hochdorf;7
Küssnacht (SZ);Inwil;13
Küssnacht (SZ);Rothenburg;19
Küssnacht (SZ);Adligenswil;27
Küssnacht (SZ);Buchrain;18
Küssnacht (SZ);Dierikon;40
Küssnacht (SZ);Ebikon;69
Küssnacht (SZ);Greppen;10
Küssnacht (SZ);Horw;16
Küssnacht (SZ);Kriens;53
Küssnacht (SZ);Luzern;721
Küssnacht (SZ);Malters;7
Küssnacht (SZ);Meggen;82
Küssnacht (SZ);Meierskappel;37
Küssnacht (SZ);Root;48
Küssnacht (SZ);Udligenswil;11
Küssnacht (SZ);Vitznau;12
Küssnacht (SZ);Weggis;142
Küssnacht (SZ);Sursee;16
Küssnacht (SZ);Andere Gemeinden;62
Küssnacht (SZ);Altdorf (UR);12
Küssnacht (SZ);Andere Gemeinden;6
Küssnacht (SZ);Einsiedeln;5
Küssnacht (SZ);Gersau;6
Küssnacht (SZ);Feusisberg;7
Küssnacht (SZ);Freienbach;17
Küssnacht (SZ);Wollerau;11
Küssnacht (SZ);Küssnacht (SZ);2751
Küssnacht (SZ);Arth;98
Küssnacht (SZ);Ingenbohl;34
Küssnacht (SZ);Morschach;5
Küssnacht (SZ);Muotathal;5
Küssnacht (SZ);Sattel;7
Küssnacht (SZ);Schwyz;204
Küssnacht (SZ);Steinen;20
Küssnacht (SZ);Andere Gemeinden;17
Küssnacht (SZ);Alpnach;6
Küssnacht (SZ);Sarnen;14
Küssnacht (SZ);Andere Gemeinden;10
Küssnacht (SZ);Hergiswil (NW);6
Küssnacht (SZ);Stans;19
Küssnacht (SZ);Andere Gemeinden;6
Küssnacht (SZ);Baar;229
Küssnacht (SZ);Cham;148
Küssnacht (SZ);Hünenberg;99
Küssnacht (SZ);Risch;269
Küssnacht (SZ);Steinhausen;83
Küssnacht (SZ);Unterägeri;11
Küssnacht (SZ);Walchwil;15
Küssnacht (SZ);Zug;349
Küssnacht (SZ);Andere Gemeinden;10
Küssnacht (SZ);Andere Gemeinden;9
Küssnacht (SZ);Andere Gemeinden;7
Küssnacht (SZ);Basel;5
Küssnacht (SZ);Muttenz;6
Küssnacht (SZ);Andere Gemeinden;8
Küssnacht (SZ);Andere Gemeinden;14
Küssnacht (SZ);Andere Gemeinden;9
Küssnacht (SZ);Aarau;7
Küssnacht (SZ);Baden;9
Küssnacht (SZ);Dietwil;13
Küssnacht (SZ);Muri (AG);17
Küssnacht (SZ);Sins;10
Küssnacht (SZ);Zofingen;5
Küssnacht (SZ);Andere Gemeinden;40
Küssnacht (SZ);Andere Gemeinden;8
Küssnacht (SZ);Lugano;8
Küssnacht (SZ);Andere Gemeinden;9
Küssnacht (SZ);Andere Gemeinden;10
Altendorf;Kloten;16
Altendorf;Opfikon;7
Altendorf;Wallisellen;18
Altendorf;Regensdorf;6
Altendorf;Bubikon;7
Altendorf;Hinwil;15
Altendorf;Rüti (ZH);9
Altendorf;Wetzikon (ZH);12
Altendorf;Adliswil;24
Altendorf;Horgen;60
Altendorf;Kilchberg (ZH);5
Altendorf;Richterswil;44
Altendorf;Rüschlikon;9
Altendorf;Thalwil;24
Altendorf;Wädenswil;84
Altendorf;Hombrechtikon;5
Altendorf;Männedorf;8
Altendorf;Meilen;8
Altendorf;Oetwil am See;8
Altendorf;Stäfa;14
Altendorf;Dübendorf;11
Altendorf;Egg;6
Altendorf;Uster;13
Altendorf;Volketswil;5
Altendorf;Wangen-Brüttisellen;5
Altendorf;Winterthur;8
Altendorf;Dietikon;7
Altendorf;Schlieren;12
Altendorf;Urdorf;6
Altendorf;Zürich;640
Altendorf;Andere Gemeinden;61
Altendorf;Andere Gemeinden;7
Altendorf;Luzern;13
Altendorf;Andere Gemeinden;9
Altendorf;Einsiedeln;40
Altendorf;Feusisberg;59
Altendorf;Freienbach;551
Altendorf;Wollerau;64
Altendorf;Altendorf;849
Altendorf;Galgenen;30
Altendorf;Lachen;298
Altendorf;Reichenburg;21
Altendorf;Schübelbach;49
Altendorf;Tuggen;21
Altendorf;Vorderthal;5
Altendorf;Wangen (SZ);70
Altendorf;Schwyz;8
Altendorf;Andere Gemeinden;10
Altendorf;Glarus Nord;38
Altendorf;Glarus Süd;7
Altendorf;Glarus;30
Altendorf;Baar;25
Altendorf;Cham;5
Altendorf;Steinhausen;10
Altendorf;Zug;39
Altendorf;Andere Gemeinden;13
Altendorf;Andere Gemeinden;8
Altendorf;Andere Gemeinden;6
Altendorf;St. Gallen;6
Altendorf;Benken (SG);5
Altendorf;Kaltbrunn;6
Altendorf;Schänis;5
Altendorf;Schmerikon;19
Altendorf;Uznach;13
Altendorf;Rapperswil-Jona;141
Altendorf;Eschenbach (SG);9
Altendorf;Andere Gemeinden;28
Altendorf;Chur;7
Altendorf;Andere Gemeinden;5
Altendorf;Baden;11
Altendorf;Spreitenbach;5
Altendorf;Andere Gemeinden;15
Altendorf;Andere Gemeinden;5
Altendorf;Andere Gemeinden;15
Galgenen;Kloten;12
Galgenen;Wallisellen;10
Galgenen;Regensdorf;7
Galgenen;Bubikon;11
Galgenen;Hinwil;9
Galgenen;Rüti (ZH);9
Galgenen;Wald (ZH);9
Galgenen;Wetzikon (ZH);18
Galgenen;Adliswil;19
Galgenen;Horgen;51
Galgenen;Kilchberg (ZH);5
Galgenen;Richterswil;49
Galgenen;Rüschlikon;13
Galgenen;Thalwil;15
Galgenen;Wädenswil;64
Galgenen;Männedorf;11
Galgenen;Stäfa;14
Galgenen;Uetikon am See;5
Galgenen;Dübendorf;5
Galgenen;Winterthur;5
Galgenen;Dietikon;5
Galgenen;Schlieren;5
Galgenen;Zürich;331
Galgenen;Andere Gemeinden;62
Galgenen;Bern;9
Galgenen;Andere Gemeinden;9
Galgenen;Luzern;9
Galgenen;Andere Gemeinden;6
Galgenen;Einsiedeln;22
Galgenen;Feusisberg;46
Galgenen;Freienbach;328
Galgenen;Wollerau;64
Galgenen;Altendorf;125
Galgenen;Galgenen;390
Galgenen;Lachen;290
Galgenen;Reichenburg;25
Galgenen;Schübelbach;172
Galgenen;Tuggen;28
Galgenen;Vorderthal;8
Galgenen;Wangen (SZ);81
Galgenen;Schwyz;15
Galgenen;Andere Gemeinden;6
Galgenen;Glarus Nord;42
Galgenen;Glarus;18
Galgenen;Baar;17
Galgenen;Steinhausen;6
Galgenen;Zug;25
Galgenen;Andere Gemeinden;14
Galgenen;Andere Gemeinden;10
Galgenen;Benken (SG);10
Galgenen;Kaltbrunn;7
Galgenen;Schänis;9
Galgenen;Schmerikon;12
Galgenen;Uznach;17
Galgenen;Rapperswil-Jona;120
Galgenen;Eschenbach (SG);18
Galgenen;Wattwil;10
Galgenen;Andere Gemeinden;27
Galgenen;Andere Gemeinden;9
Galgenen;Andere Gemeinden;16
Galgenen;Andere Gemeinden;6
Galgenen;Andere Gemeinden;12
Innerthal;Andere Gemeinden;7
Innerthal;Freienbach;12
Innerthal;Innerthal;21
Innerthal;Lachen;6
Innerthal;Schübelbach;5
Innerthal;Tuggen;5
Innerthal;Wangen (SZ);12
Innerthal;Andere Gemeinden;15
Innerthal;Andere Gemeinden;8
Innerthal;Andere Gemeinden;6
Lachen;Kloten;15
Lachen;Opfikon;11
Lachen;Wallisellen;13
Lachen;Bubikon;16
Lachen;Hinwil;13
Lachen;Rüti (ZH);15
Lachen;Wald (ZH);10
Lachen;Wetzikon (ZH);16
Lachen;Adliswil;38
Lachen;Horgen;76
Lachen;Kilchberg (ZH);10
Lachen;Richterswil;50
Lachen;Rüschlikon;13
Lachen;Thalwil;22
Lachen;Wädenswil;91
Lachen;Hombrechtikon;8
Lachen;Küsnacht (ZH);7
Lachen;Männedorf;10
Lachen;Meilen;6
Lachen;Stäfa;23
Lachen;Zollikon;5
Lachen;Pfäffikon;6
Lachen;Dübendorf;20
Lachen;Uster;9
Lachen;Volketswil;8
Lachen;Dietikon;14
Lachen;Schlieren;14
Lachen;Urdorf;7
Lachen;Zürich;678
Lachen;Andere Gemeinden;77
Lachen;Bern;11
Lachen;Andere Gemeinden;11
Lachen;Luzern;13
Lachen;Andere Gemeinden;9
Lachen;Einsiedeln;25
Lachen;Feusisberg;76
Lachen;Freienbach;538
Lachen;Wollerau;57
Lachen;Altendorf;222
Lachen;Galgenen;48
Lachen;Lachen;1225
Lachen;Reichenburg;32
Lachen;Schübelbach;89
Lachen;Tuggen;31
Lachen;Wangen (SZ);84
Lachen;Arth;7
Lachen;Schwyz;13
Lachen;Andere Gemeinden;9
Lachen;Glarus Nord;72
Lachen;Glarus Süd;6
Lachen;Glarus;21
Lachen;Baar;32
Lachen;Risch;6
Lachen;Steinhausen;9
Lachen;Zug;44
Lachen;Andere Gemeinden;12
Lachen;Andere Gemeinden;7
Lachen;Basel;6
Lachen;Andere Gemeinden;8
Lachen;St. Gallen;12
Lachen;Balgach;5
Lachen;Sargans;8
Lachen;Benken (SG);12
Lachen;Kaltbrunn;7
Lachen;Schmerikon;21
Lachen;Uznach;27
Lachen;Rapperswil-Jona;186
Lachen;Gommiswald;7
Lachen;Eschenbach (SG);24
Lachen;Wattwil;9
Lachen;Andere Gemeinden;32
Lachen;St. Moritz;5
Lachen;Chur;6
Lachen;Baden;7
Lachen;Andere Gemeinden;24
Lachen;Andere Gemeinden;16
Reichenburg;Bubikon;5
Reichenburg;Hinwil;8
Reichenburg;Rüti (ZH);7
Reichenburg;Wetzikon (ZH);8
Reichenburg;Adliswil;14
Reichenburg;Horgen;25
Reichenburg;Richterswil;19
Reichenburg;Rüschlikon;6
Reichenburg;Thalwil;5
Reichenburg;Wädenswil;26
Reichenburg;Küsnacht (ZH);5
Reichenburg;Männedorf;5
Reichenburg;Stäfa;14
Reichenburg;Pfäffikon;8
Reichenburg;Uster;6
Reichenburg;Volketswil;7
Reichenburg;Schlieren;9
Reichenburg;Urdorf;6
Reichenburg;Zürich;173
Reichenburg;Andere Gemeinden;63
Reichenburg;Andere Gemeinden;6
Reichenburg;Triengen;5
Reichenburg;Einsiedeln;9
Reichenburg;Feusisberg;44
Reichenburg;Freienbach;162
Reichenburg;Wollerau;25
Reichenburg;Altendorf;71
Reichenburg;Galgenen;21
Reichenburg;Lachen;119
Reichenburg;Reichenburg;364
Reichenburg;Schübelbach;91
Reichenburg;Tuggen;30
Reichenburg;Wangen (SZ);47
Reichenburg;Andere Gemeinden;15
Reichenburg;Glarus Nord;86
Reichenburg;Glarus Süd;15
Reichenburg;Glarus;41
Reichenburg;Baar;8
Reichenburg;Steinhausen;6
Reichenburg;Zug;12
Reichenburg;St. Gallen;13
Reichenburg;Flums;5
Reichenburg;Mels;5
Reichenburg;Benken (SG);31
Reichenburg;Kaltbrunn;15
Reichenburg;Schänis;21
Reichenburg;Weesen;5
Reichenburg;Schmerikon;17
Reichenburg;Uznach;45
Reichenburg;Rapperswil-Jona;103
Reichenburg;Eschenbach (SG);19
Reichenburg;Wil (SG);5
Reichenburg;Andere Gemeinden;24
Reichenburg;Landquart;5
Reichenburg;Andere Gemeinden;8
Reichenburg;Andere Gemeinden;6
Reichenburg;Andere Gemeinden;6
Reichenburg;Andere Gemeinden;12
Schübelbach;Kloten;14
Schübelbach;Opfikon;5
Schübelbach;Wallisellen;8
Schübelbach;Bubikon;12
Schübelbach;Dürnten;9
Schübelbach;Hinwil;20
Schübelbach;Rüti (ZH);17
Schübelbach;Wald (ZH);13
Schübelbach;Wetzikon (ZH);27
Schübelbach;Adliswil;33
Schübelbach;Horgen;80
Schübelbach;Richterswil;53
Schübelbach;Rüschlikon;13
Schübelbach;Thalwil;18
Schübelbach;Wädenswil;104
Schübelbach;Hombrechtikon;11
Schübelbach;Männedorf;18
Schübelbach;Meilen;21
Schübelbach;Stäfa;24
Schübelbach;Fehraltorf;5
Schübelbach;Illnau-Effretikon;5
Schübelbach;Pfäffikon;8
Schübelbach;Dübendorf;16
Schübelbach;Mönchaltorf;5
Schübelbach;Schwerzenbach;7
Schübelbach;Uster;18
Schübelbach;Volketswil;9
Schübelbach;Winterthur;8
Schübelbach;Dietikon;10
Schübelbach;Schlieren;17
Schübelbach;Zürich;469
Schübelbach;Andere Gemeinden;91
Schübelbach;Bern;7
Schübelbach;Andere Gemeinden;11
Schübelbach;Gisikon;5
Schübelbach;Luzern;6
Schübelbach;Andere Gemeinden;14
Schübelbach;Einsiedeln;43
Schübelbach;Feusisberg;67
Schübelbach;Freienbach;538
Schübelbach;Wollerau;68
Schübelbach;Altendorf;205
Schübelbach;Galgenen;132
Schübelbach;Lachen;374
Schübelbach;Reichenburg;82
Schübelbach;Schübelbach;1053
Schübelbach;Tuggen;110
Schübelbach;Vorderthal;16
Schübelbach;Wangen (SZ);135
Schübelbach;Rothenthurm;5
Schübelbach;Schwyz;7
Schübelbach;Andere Gemeinden;9
Schübelbach;Glarus Nord;99
Schübelbach;Glarus Süd;12
Schübelbach;Glarus;57
Schübelbach;Baar;24
Schübelbach;Risch;6
Schübelbach;Steinhausen;10
Schübelbach;Zug;32
Schübelbach;Andere Gemeinden;13
Schübelbach;Andere Gemeinden;5
Schübelbach;St. Gallen;37
Schübelbach;Bad Ragaz;9
Schübelbach;Quarten;5
Schübelbach;Benken (SG);45
Schübelbach;Kaltbrunn;23
Schübelbach;Schänis;23
Schübelbach;Weesen;5
Schübelbach;Schmerikon;41
Schübelbach;Uznach;71
Schübelbach;Rapperswil-Jona;213
Schübelbach;Gommiswald;13
Schübelbach;Eschenbach (SG);45
Schübelbach;Wattwil;6
Schübelbach;Wil (SG);7
Schübelbach;Andere Gemeinden;23
Schübelbach;Chur;9
Schübelbach;Andere Gemeinden;8
Schübelbach;Andere Gemeinden;27
Schübelbach;Andere Gemeinden;8
Schübelbach;Andere Gemeinden;14
Tuggen;Kloten;5
Tuggen;Wallisellen;11
Tuggen;Bubikon;10
Tuggen;Gossau (ZH);5
Tuggen;Hinwil;13
Tuggen;Rüti (ZH);13
Tuggen;Wald (ZH);7
Tuggen;Wetzikon (ZH);11
Tuggen;Adliswil;6
Tuggen;Horgen;18
Tuggen;Richterswil;16
Tuggen;Thalwil;6
Tuggen;Wädenswil;22
Tuggen;Hombrechtikon;5
Tuggen;Männedorf;20
Tuggen;Meilen;7
Tuggen;Oetwil am See;5
Tuggen;Stäfa;7
Tuggen;Uster;7
Tuggen;Volketswil;5
Tuggen;Winterthur;5
Tuggen;Zürich;152
Tuggen;Andere Gemeinden;58
Tuggen;Andere Gemeinden;6
Tuggen;Einsiedeln;9
Tuggen;Feusisberg;23
Tuggen;Freienbach;118
Tuggen;Wollerau;16
Tuggen;Altendorf;39
Tuggen;Galgenen;27
Tuggen;Lachen;113
Tuggen;Reichenburg;25
Tuggen;Schübelbach;123
Tuggen;Tuggen;366
Tuggen;Wangen (SZ);41
Tuggen;Andere Gemeinden;5
Tuggen;Glarus Nord;39
Tuggen;Glarus;26
Tuggen;Baar;9
Tuggen;Zug;5
Tuggen;Andere Gemeinden;6
Tuggen;St. Gallen;23
Tuggen;Bad Ragaz;5
Tuggen;Benken (SG);17
Tuggen;Kaltbrunn;24
Tuggen;Schänis;16
Tuggen;Schmerikon;57
Tuggen;Uznach;73
Tuggen;Rapperswil-Jona;110
Tuggen;Gommiswald;8
Tuggen;Eschenbach (SG);28
Tuggen;Andere Gemeinden;36
Tuggen;Andere Gemeinden;6
Tuggen;Andere Gemeinden;10
Tuggen;Andere Gemeinden;5
Tuggen;Andere Gemeinden;11
Vorderthal;Hinwil;7
Vorderthal;Horgen;8
Vorderthal;Richterswil;7
Vorderthal;Zürich;31
Vorderthal;Andere Gemeinden;44
Vorderthal;Einsiedeln;21
Vorderthal;Feusisberg;10
Vorderthal;Freienbach;58
Vorderthal;Wollerau;6
Vorderthal;Altendorf;16
Vorderthal;Galgenen;18
Vorderthal;Innerthal;7
Vorderthal;Lachen;35
Vorderthal;Reichenburg;9
Vorderthal;Schübelbach;45
Vorderthal;Tuggen;11
Vorderthal;Vorderthal;114
Vorderthal;Wangen (SZ);39
Vorderthal;Glarus Nord;9
Vorderthal;Glarus Süd;5
Vorderthal;Andere Gemeinden;9
Vorderthal;Rapperswil-Jona;9
Vorderthal;Andere Gemeinden;22
Vorderthal;Andere Gemeinden;14
Wangen (SZ);Kloten;8
Wangen (SZ);Opfikon;6
Wangen (SZ);Wallisellen;13
Wangen (SZ);Regensdorf;5
Wangen (SZ);Bubikon;8
Wangen (SZ);Hinwil;12
Wangen (SZ);Rüti (ZH);8
Wangen (SZ);Wetzikon (ZH);8
Wangen (SZ);Adliswil;8
Wangen (SZ);Horgen;42
Wangen (SZ);Richterswil;34
Wangen (SZ);Rüschlikon;10
Wangen (SZ);Thalwil;15
Wangen (SZ);Wädenswil;48
Wangen (SZ);Hombrechtikon;8
Wangen (SZ);Meilen;11
Wangen (SZ);Oetwil am See;6
Wangen (SZ);Stäfa;16
Wangen (SZ);Dübendorf;9
Wangen (SZ);Uster;8
Wangen (SZ);Volketswil;5
Wangen (SZ);Schlieren;5
Wangen (SZ);Zürich;273
Wangen (SZ);Andere Gemeinden;64
Wangen (SZ);Bern;8
Wangen (SZ);Luzern;5
Wangen (SZ);Andere Gemeinden;5
Wangen (SZ);Einsiedeln;16
Wangen (SZ);Feusisberg;28
Wangen (SZ);Freienbach;243
Wangen (SZ);Wollerau;60
Wangen (SZ);Altendorf;115
Wangen (SZ);Galgenen;63
Wangen (SZ);Lachen;325
Wangen (SZ);Reichenburg;35
Wangen (SZ);Schübelbach;155
Wangen (SZ);Tuggen;55
Wangen (SZ);Wangen (SZ);498
Wangen (SZ);Rothenthurm;5
Wangen (SZ);Schwyz;9
Wangen (SZ);Andere Gemeinden;13
Wangen (SZ);Glarus Nord;30
Wangen (SZ);Glarus Süd;7
Wangen (SZ);Glarus;20
Wangen (SZ);Baar;13
Wangen (SZ);Zug;20
Wangen (SZ);Andere Gemeinden;14
Wangen (SZ);St. Gallen;18
Wangen (SZ);Kaltbrunn;11
Wangen (SZ);Schmerikon;12
Wangen (SZ);Uznach;36
Wangen (SZ);Rapperswil-Jona;112
Wangen (SZ);Eschenbach (SG);18
Wangen (SZ);Andere Gemeinden;33
Wangen (SZ);Andere Gemeinden;8
Wangen (SZ);Andere Gemeinden;18
Wangen (SZ);Andere Gemeinden;5
Wangen (SZ);Andere Gemeinden;16
Alpthal;Horgen;9
Alpthal;Richterswil;9
Alpthal;Rüschlikon;6
Alpthal;Wädenswil;13
Alpthal;Zürich;18
Alpthal;Andere Gemeinden;22
Alpthal;Einsiedeln;104
Alpthal;Feusisberg;10
Alpthal;Freienbach;12
Alpthal;Lachen;6
Alpthal;Alpthal;69
Alpthal;Schwyz;16
Alpthal;Andere Gemeinden;16
Alpthal;Zug;6
Alpthal;Andere Gemeinden;13
Alpthal;Andere Gemeinden;7
Alpthal;Andere Gemeinden;6
Arth;Affoltern am Albis;22
Arth;Kloten;12
Arth;Wallisellen;7
Arth;Rümlang;5
Arth;Adliswil;13
Arth;Horgen;14
Arth;Richterswil;19
Arth;Rüschlikon;6
Arth;Thalwil;7
Arth;Wädenswil;5
Arth;Wangen-Brüttisellen;6
Arth;Dietikon;5
Arth;Schlieren;13
Arth;Zürich;265
Arth;Andere Gemeinden;67
Arth;Bern;5
Arth;Andere Gemeinden;11
Arth;Emmen;66
Arth;Rothenburg;10
Arth;Adligenswil;5
Arth;Buchrain;12
Arth;Dierikon;5
Arth;Ebikon;28
Arth;Horw;8
Arth;Kriens;37
Arth;Luzern;243
Arth;Malters;5
Arth;Meggen;12
Arth;Meierskappel;25
Arth;Root;27
Arth;Weggis;37
Arth;Sursee;9
Arth;Andere Gemeinden;44
Arth;Altdorf (UR);28
Arth;Bürglen (UR);6
Arth;Erstfeld;7
Arth;Schattdorf;7
Arth;Andere Gemeinden;14
Arth;Einsiedeln;37
Arth;Gersau;14
Arth;Feusisberg;7
Arth;Freienbach;11
Arth;Wollerau;9
Arth;Küssnacht (SZ);406
Arth;Lachen;7
Arth;Arth;1845
Arth;Ingenbohl;123
Arth;Lauerz;14
Arth;Morschach;29
Arth;Muotathal;13
Arth;Rothenthurm;37
Arth;Sattel;9
Arth;Schwyz;537
Arth;Steinen;105
Arth;Steinerberg;36
Arth;Andere Gemeinden;9
Arth;Sarnen;5
Arth;Andere Gemeinden;7
Arth;Stans;13
Arth;Andere Gemeinden;9
Arth;Baar;254
Arth;Cham;129
Arth;Hünenberg;105
Arth;Menzingen;6
Arth;Neuheim;13
Arth;Oberägeri;16
Arth;Risch;183
Arth;Steinhausen;91
Arth;Unterägeri;22
Arth;Walchwil;104
Arth;Zug;664
Arth;Granges-Paccot;6
Arth;Andere Gemeinden;7
Arth;Basel;6
Arth;Andere Gemeinden;7
Arth;Rapperswil-Jona;9
Arth;Andere Gemeinden;14
Arth;Baden;8
Arth;Muri (AG);8
Arth;Sins;10
Arth;Andere Gemeinden;36
Arth;Andere Gemeinden;6
Arth;Andere Gemeinden;14
Illgau;Luzern;5
Illgau;Andere Gemeinden;8
Illgau;Küssnacht (SZ);5
Illgau;Arth;11
Illgau;Illgau;127
Illgau;Ingenbohl;12
Illgau;Morschach;7
Illgau;Muotathal;47
Illgau;Schwyz;138
Illgau;Steinen;6
Illgau;Andere Gemeinden;12
Illgau;Baar;6
Illgau;Zug;6
Illgau;Andere Gemeinden;16
Illgau;Andere Gemeinden;17
Ingenbohl;Kloten;12
Ingenbohl;Adliswil;7
Ingenbohl;Richterswil;6
Ingenbohl;Dietikon;5
Ingenbohl;Schlieren;11
Ingenbohl;Urdorf;5
Ingenbohl;Zürich;121
Ingenbohl;Andere Gemeinden;50
Ingenbohl;Bern;24
Ingenbohl;Andere Gemeinden;8
Ingenbohl;Emmen;19
Ingenbohl;Rothenburg;6
Ingenbohl;Buchrain;5
Ingenbohl;Ebikon;11
Ingenbohl;Horw;5
Ingenbohl;Kriens;19
Ingenbohl;Luzern;104
Ingenbohl;Meierskappel;6
Ingenbohl;Root;11
Ingenbohl;Vitznau;21
Ingenbohl;Weggis;30
Ingenbohl;Sursee;6
Ingenbohl;Andere Gemeinden;25
Ingenbohl;Altdorf (UR);59
Ingenbohl;Bürglen (UR);8
Ingenbohl;Erstfeld;6
Ingenbohl;Flüelen;8
Ingenbohl;Schattdorf;18
Ingenbohl;Andere Gemeinden;7
Ingenbohl;Einsiedeln;21
Ingenbohl;Gersau;30
Ingenbohl;Feusisberg;9
Ingenbohl;Freienbach;10
Ingenbohl;Wollerau;7
Ingenbohl;Küssnacht (SZ);100
Ingenbohl;Arth;139
Ingenbohl;Ingenbohl;1534
Ingenbohl;Lauerz;5
Ingenbohl;Morschach;75
Ingenbohl;Muotathal;23
Ingenbohl;Rothenthurm;11
Ingenbohl;Sattel;15
Ingenbohl;Schwyz;1082
Ingenbohl;Steinen;54
Ingenbohl;Steinerberg;8
Ingenbohl;Andere Gemeinden;13
Ingenbohl;Andere Gemeinden;7
Ingenbohl;Stans;12
Ingenbohl;Andere Gemeinden;10
Ingenbohl;Baar;80
Ingenbohl;Cham;36
Ingenbohl;Hünenberg;26
Ingenbohl;Oberägeri;10
Ingenbohl;Risch;75
Ingenbohl;Steinhausen;38
Ingenbohl;Unterägeri;22
Ingenbohl;Walchwil;5
Ingenbohl;Zug;190
Ingenbohl;Granges-Paccot;9
Ingenbohl;Andere Gemeinden;9
Ingenbohl;Basel;6
Ingenbohl;Andere Gemeinden;6
Ingenbohl;St. Gallen;8
Ingenbohl;Rapperswil-Jona;5
Ingenbohl;Muri (AG);7
Ingenbohl;Sins;8
Ingenbohl;Andere Gemeinden;28
Ingenbohl;Andere Gemeinden;14
Lauerz;Urdorf;5
Lauerz;Zürich;16
Lauerz;Andere Gemeinden;10
Lauerz;Andere Gemeinden;5
Lauerz;Luzern;13
Lauerz;Meierskappel;5
Lauerz;Andere Gemeinden;23
Lauerz;Altdorf (UR);7
Lauerz;Einsiedeln;5
Lauerz;Küssnacht (SZ);32
Lauerz;Arth;32
Lauerz;Ingenbohl;17
Lauerz;Lauerz;96
Lauerz;Morschach;5
Lauerz;Schwyz;175
Lauerz;Steinen;17
Lauerz;Andere Gemeinden;13
Lauerz;Baar;20
Lauerz;Cham;12
Lauerz;Risch;15
Lauerz;Steinhausen;10
Lauerz;Zug;44
Lauerz;Andere Gemeinden;10
Lauerz;Andere Gemeinden;9
Lauerz;Andere Gemeinden;7
Morschach;Zürich;15
Morschach;Andere Gemeinden;11
Morschach;Luzern;16
Morschach;Andere Gemeinden;12
Morschach;Altdorf (UR);16
Morschach;Schattdorf;6
Morschach;Freienbach;5
Morschach;Küssnacht (SZ);27
Morschach;Arth;12
Morschach;Ingenbohl;50
Morschach;Morschach;192
Morschach;Schwyz;151
Morschach;Andere Gemeinden;23
Morschach;Andere Gemeinden;5
Morschach;Cham;5
Morschach;Hünenberg;9
Morschach;Risch;5
Morschach;Unterägeri;5
Morschach;Zug;24
Morschach;Andere Gemeinden;7
Morschach;Andere Gemeinden;6
Morschach;Andere Gemeinden;17
Muotathal;Urdorf;5
Muotathal;Zürich;8
Muotathal;Andere Gemeinden;13
Muotathal;Bern;6
Muotathal;Emmen;6
Muotathal;Luzern;7
Muotathal;Andere Gemeinden;23
Muotathal;Altdorf (UR);10
Muotathal;Andere Gemeinden;10
Muotathal;Einsiedeln;15
Muotathal;Küssnacht (SZ);21
Muotathal;Arth;39
Muotathal;Illgau;9
Muotathal;Ingenbohl;70
Muotathal;Morschach;32
Muotathal;Muotathal;896
Muotathal;Rothenthurm;10
Muotathal;Schwyz;529
Muotathal;Steinen;16
Muotathal;Andere Gemeinden;22
Muotathal;Baar;10
Muotathal;Cham;6
Muotathal;Unterägeri;11
Muotathal;Zug;23
Muotathal;Andere Gemeinden;10
Muotathal;Granges-Paccot;8
Muotathal;Andere Gemeinden;5
Muotathal;Andere Gemeinden;11
Oberiberg;Wädenswil;8
Oberiberg;Zürich;31
Oberiberg;Andere Gemeinden;26
Oberiberg;Luzern;8
Oberiberg;Einsiedeln;61
Oberiberg;Feusisberg;9
Oberiberg;Freienbach;10
Oberiberg;Oberiberg;174
Oberiberg;Schwyz;22
Oberiberg;Unteriberg;26
Oberiberg;Andere Gemeinden;17
Oberiberg;Zug;10
Oberiberg;Andere Gemeinden;6
Oberiberg;Andere Gemeinden;7
Oberiberg;Andere Gemeinden;16
Riemenstalden;Riemenstalden;22
Riemenstalden;Andere Gemeinden;8
Riemenstalden;Andere Gemeinden;3
Rothenthurm;Adliswil;5
Rothenthurm;Horgen;8
Rothenthurm;Richterswil;30
Rothenthurm;Rüschlikon;5
Rothenthurm;Wädenswil;12
Rothenthurm;Zürich;55
Rothenthurm;Andere Gemeinden;37
Rothenthurm;Emmen;7
Rothenthurm;Luzern;14
Rothenthurm;Andere Gemeinden;15
Rothenthurm;Andere Gemeinden;6
Rothenthurm;Einsiedeln;103
Rothenthurm;Feusisberg;22
Rothenthurm;Freienbach;37
Rothenthurm;Wollerau;15
Rothenthurm;Küssnacht (SZ);26
Rothenthurm;Altendorf;8
Rothenthurm;Galgenen;5
Rothenthurm;Lachen;9
Rothenthurm;Arth;39
Rothenthurm;Ingenbohl;21
Rothenthurm;Morschach;6
Rothenthurm;Rothenthurm;383
Rothenthurm;Sattel;17
Rothenthurm;Schwyz;171
Rothenthurm;Steinen;11
Rothenthurm;Steinerberg;7
Rothenthurm;Andere Gemeinden;19
Rothenthurm;Baar;15
Rothenthurm;Cham;12
Rothenthurm;Hünenberg;5
Rothenthurm;Oberägeri;25
Rothenthurm;Risch;9
Rothenthurm;Steinhausen;5
Rothenthurm;Unterägeri;23
Rothenthurm;Zug;40
Rothenthurm;Andere Gemeinden;10
Rothenthurm;Rapperswil-Jona;13
Rothenthurm;Andere Gemeinden;5
Rothenthurm;Andere Gemeinden;6
Rothenthurm;Andere Gemeinden;15
Sattel;Richterswil;8
Sattel;Zürich;31
